Year,Watershed,County,Crop,TrialType,TrialDetail,YieldDifference,TrialID,TrialReport,StalkNitrateReport,ScoutingReport
2010,Middle Des Moines,Boone,Soybeans,Crop Protection - Herbicide,Authority Assist vs Glyphosate,0.6,ST2010213A,y,n,n
2010,Middle Des Moines,Boone,Soybeans,Crop Protection - Herbicide,Authority Assist vs Glyphosate,-0.3,ST2010214A,y,n,n
2010,Middle Des Moines,Boone,Corn,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Poncho 250,-2.1,ST2010215A,y,n,n
2010,Middle Des Moines,Boone,Corn,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Poncho 250,0.4,ST2010216A,y,n,n
2010,Middle Des Moines,Boone,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,0.7,ST2010217A,y,n,n
2010,Middle Des Moines,Boone,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,4.1,ST2010218A,y,n,n
2010,Maquoketa,Jones,Corn,Crop Management - Tillage,Tillage vs No-Till,-2.5,ST2010219A,y,n,n
2010,Middle Des Moines,Boone,Corn,Crop Management - Population,Variable Rate vs Fixed Rate Plant Population,-0.3,ST2010220A,y,n,n
2010,Middle Des Moines,Boone,Corn,Crop Management - Population,High vs Low Plant Population,1.9,ST2010221A,y,n,n
2010,Middle Des Moines,Boone,Corn,Crop Management - Population,High vs Low Plant Population,-2.6,ST2010222A,y,n,n
2010,Maquoketa,Jones,Corn,Crop Management - Population,High vs Low Plant Population,9.7,ST2010223A,y,n,n
2010,Maquoketa,Jones,Corn,Crop Management - Population,High vs Low Plant Population,-5,ST2010224A,y,n,n
2010,Little Sioux,Osceola,Corn,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Poncho 250,0.9,ST2010225A,y,n,n
2010,Little Sioux,Osceola,Soybeans,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Untreated,-0.7,ST2010226A,y,n,n
2010,Little Sioux,Osceola,Corn,Crop Management - Population,High vs Low Plant Population,0.9,ST2010227A,y,n,n
2010,Little Sioux,Osceola,Soybeans,Crop Management - Population,High vs Low Plant Population,2.1,ST2010228A,y,n,n
2010,North Raccoon,Calhoun,Corn,Crop Management - Population,High vs Low Plant Population,-0.1,ST2010229A,y,n,n
2010,North Raccoon,Calhoun,Corn,Crop Management - Population,High vs Low Plant Population,-0.2,ST2010229B,y,n,n
2010,North Raccoon,Calhoun,Corn,Crop Management - Population,High vs Low Plant Population,-1,ST2010230A,y,n,n
2010,North Raccoon,Webster,Soybeans,Crop Management - Population,High vs Low Plant Population,0.6,ST2010231A,y,n,n
2010,North Raccoon,Calhoun,Soybeans,Crop Management - Population,High vs Low Plant Population,0.1,ST2010232A,y,n,n
2010,North Raccoon,Calhoun,Soybeans,Crop Management - Population,High vs Low Plant Population,1.4,ST2010233A,y,n,n
2010,Skunk,Keokuk,Soybeans,Crop Management - Population,High vs Low Plant Population,1.5,ST2010234A,y,n,n
2010,Skunk,Keokuk,Soybeans,Crop Management - Population,High vs Low Plant Population,0.2,ST2010235A,y,n,n
2010,Turkey,Chickasaw,Corn,Crop Management - Population,High vs Low Plant Population,-3.5,ST2010236A,y,n,n
2010,Turkey,Chickasaw,Corn,Crop Protection - Seed Treatment,Avicta Complete Corn vs Untreated,-1.9,ST2010237A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Seed Treatment,Cruiser Maxx vs Inovate,1.1,ST2010238A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Insecticide,Hero vs Untreated,-0.8,ST2010238B,y,n,n
2010,Turkey,Fayette,Corn,Crop Management - Population,High vs Low Plant Population,1.2,ST2010239A,y,n,n
2010,Turkey,Fayette,Corn,Crop Management - Population,High vs Low Plant Population,7.1,ST2010240A,y,n,n
2010,Blue Earth,Kossuth,Corn,Crop Management - Population,High vs Low Plant Population,0,ST2010242A,y,n,n
2010,Blue Earth,Kossuth,Corn,Crop Management - Population,High vs Low Plant Population,-10,ST2010243A,y,n,n
2010,Blue Earth,Kossuth,Soybeans,Crop Management - Population,High vs Low Plant Population,2.9,ST2010244A,y,n,n
2010,Blue Earth,Kossuth,Corn,Plant Nutrition - Stabilizer or Additive,Agrotain Plus and UAN vs Untreated,1.6,ST2010245A,y,n,n
2010,Blue Earth,Kossuth,Corn,Plant Nutrition - Stabilizer or Additive,NutriSphere-N vs Untreated,-3.3,ST2010245B,y,n,n
2010,Blue Earth,Kossuth,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-1.5,ST2010245C,y,n,n
2010,Blue Earth,Kossuth,Soybeans,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Untreated,-0.3,ST2010246A,y,n,n
2010,Upper Wapsipinicon,Delaware,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,13.8,ST2010249A,y,n,n
2010,Upper Iowa,Hardin,Corn,Crop Management - Population,High vs Low Plant Population,-4.5,ST2010250A,y,n,n
2010,Middle Cedar,Black Hawk,Soybeans,Crop Management - Population,High vs Low Plant Population,3.7,ST2010251A,y,n,n
2010,Middle Cedar,Black Hawk,Soybeans,Crop Management - Population,High vs Low Plant Population,-1.6,ST2010252A,y,n,n
2010,Middle Cedar,Black Hawk,Soybeans,Crop Protection - Herbicide,Authority Assist vs Glyphosate,-2.2,ST2010252B,y,n,n
2010,Middle Cedar,Black Hawk,Corn,Crop Management - Population,High vs Low Plant Population,3.9,ST2010253A,y,n,n
2010,Middle Cedar,Black Hawk,Corn,Crop Management - Population,High vs Low Plant Population,2.9,ST2010254A,y,n,n
2010,Copperas-Duck,Scott,Corn,Crop Management - Population,High vs Low Plant Population,4.6,ST2010256A,y,n,n
2010,Nodaway,Page,Soybeans,Crop Management - Population,High vs Low Plant Population,-0.2,ST2010257A,y,n,n
2010,Nodaway,Page,Soybeans,Crop Management - Population,High vs Low Plant Population,1.4,ST2010258A,y,n,n
2010,Nodaway,Page,Corn,Crop Management - Population,High vs Low Plant Population,-1.9,ST2010259A,y,n,n
2010,Little Sioux,Cherokee,Corn,Crop Management - Population,High vs Low Plant Population,10.3,ST2010261A,y,n,n
2010,Little Sioux,Cherokee,Corn,Crop Management - Population,High vs Low Plant Population,7.3,ST2010261B,y,n,n
2010,Upper Des Moines,Palo Alto,Corn,Crop Management - Population,High vs Low Plant Population,-1.7,ST2010263A,y,n,n
2010,Middle Cedar,Grundy,Soybeans,Crop Management - Population,High vs Low Plant Population,-0.2,ST2010265A,y,n,n
2010,Middle Cedar,Grundy,Soybeans,Crop Management - Population,High vs Low Plant Population,-0.5,ST2010266A,y,n,n
2010,Shell Rock,Bremer,Corn,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Poncho 250,3.9,ST2010267A,y,n,n
2010,Shell Rock,Bremer,Soybeans,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Untreated,5,ST2010268A,y,n,n
2010,Shell Rock,Butler,Soybeans,Crop Protection - Herbicide,Authority Assist vs Glyphosate,1.9,ST2010269A,y,n,n
2010,Middle Des Moines,Humboldt,Soybeans,Crop Protection - Herbicide,Authority Assist vs Glyphosate,0.1,ST2010270A,y,n,n
2010,Upper Des Moines,Humboldt,Soybeans,Crop Management - Population,High vs Low Plant Population,1.7,ST2010271A,y,n,n
2010,Middle Des Moines,Humboldt,Soybeans,Crop Management - Population,High vs Low Plant Population,1.4,ST2010272A,y,n,n
2010,West Fork Cedar,Black Hawk,Corn,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Poncho 250,-2.9,ST2010273A,y,n,n
2010,Big Papillion-Mosquito,Pottawattamie,Corn,Crop Management - Population,High vs Low Plant Population,16.7,ST2010274A,y,n,n
2010,Big Papillion-Mosquito,Pottawattamie,Corn,Crop Management - Population,High vs Low Plant Population,15.6,ST2010274B,y,n,n
2010,West Nishnabotna,Pottawattamie,Soybeans,Crop Management - Population,High vs Low Plant Population,1.6,ST2010275A,y,n,n
2010,North Skunk,Jasper,Corn,Crop Management - Population,High vs Low Plant Population,0.6,ST2010276A,y,n,n
2010,Upper Iowa,Hancock,Corn,Crop Management - Population,High vs Low Plant Population,-1,ST2010277A,y,n,n
2010,Upper Iowa,Hancock,Corn,Crop Management - Population,High vs Low Plant Population,4.1,ST2010278A,y,n,n
2010,Lower Iowa,Johnson,Corn,Crop Management - Population,High vs Low Plant Population,5.6,ST2010281A,y,n,n
2010,Upper Wapsipinicon,Buchanan,Corn,Crop Management - Population,High vs Low Plant Population,2.9,ST2010286A,y,n,n
2010,Upper Wapsipinicon,Buchanan,Corn,Crop Management - Population,High vs Low Plant Population,3.1,ST2010287A,y,n,n
2010,Upper Wapsipinicon,Buchanan,Corn,Crop Management - Population,High vs Low Plant Population,-2.6,ST2010287B,y,n,n
2010,Upper Wapsipinicon,Buchanan,Corn,Crop Management - Population,High vs Low Plant Population,-1.8,ST2010288A,y,n,n
2010,Upper Wapsipinicon,Buchanan,Corn,Crop Management - Population,High vs Low Plant Population,-0.3,ST2010288B,y,n,n
2010,Maquoketa,Jones,Soybeans,Plant Nutrition - Fertilizer,Micro Mix vs Untreated,-0.7,ST2010290A,y,n,n
2010,Middle Cedar,Black Hawk,Corn,Plant Nutrition - Sulfur,Sulfur vs Untreated,1.6,ST2010291A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Fungicide and Insecticide,Quadris and Warrior vs Untreated,0.9,ST2010299A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Manure + Nitrogen,Manure + High N Rate vs Manure + Low N Rate,1.6,ST2010300A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Corn,Crop Protection - Fungicide,Headline vs Untreated,0.5,ST2010300B,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Fertilizer,Starter vs Untreated,3.8,ST2010300C,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,3,ST2010301A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Seed Treatment,Cruiser Maxx vs Untreated,-3.4,ST2010301B,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Insecticide,Hero vs Untreated,2.1,ST2010307A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Insecticide,Cobalt vs Untreated,0.4,ST2010311A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,-0.5,ST2010312A,y,n,n
2010,Turkey,Chickasaw,Corn,Crop Protection - Fungicide and Insecticide,Headline and Warrior vs Untreated,9.4,ST2010314A,y,n,n
2010,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,0.1,ST2010315A,y,n,n
2010,Lower Iowa,Johnson,Soybeans,Crop Protection - Insecticide,Cobalt vs Untreated,-3.5,ST2010317A,y,n,n
2010,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Insecticide,Hero vs Untreated,0.8,ST2010321A,y,n,n
2010,East Fork Des Moines,Emmet,Corn,Crop Protection - Fungicide,Headline vs Untreated,-3.2,ST2010323B,y,n,n
2010,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Insecticide,Hero vs Untreated,0.6,ST2010325A,y,n,n
2010,Middle Iowa,Johnson,Soybeans,Crop Protection - Insecticide,Hero vs Untreated,1.1,ST2010330A,y,n,n
2010,One Hundred and Two,Adams,Soybeans,Crop Protection - Insecticide,Hero vs Untreated,0.8,ST2010331A,y,n,n
2010,Upper Wapsipinicon,Buchanan,Corn,Plant Nutrition - Stabilizer or Additive,NutriSphere-N vs Untreated,-1,ST2010333A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Management - Population,High vs Low Plant Population,0.1,ST2011001A,y,n,n
2011,Upper Iowa,Hardin,Soybeans,Crop Management - Population,High vs Low Plant Population,0.2,ST2011002A,y,n,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,-2.1,ST2011003A,y,y,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,2.9,ST2011005A,y,y,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,4.7,ST2011005B,y,y,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,3.4,ST2011006A,y,y,n
2011,Upper Iowa,Hardin,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,1.1,ST2011007A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Insecticide,Counter 20G vs Untreated,1.5,ST2011008A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Insecticide,Aztec vs Counter 20G,7.8,ST2011008B,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Insecticide,Aztec vs Counter 20G,7.3,ST2011008C,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Insecticide,Counter 20G vs Untreated,-10.5,ST2011008D,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Insecticide,Aztec vs Untreated,9.3,ST2011008E,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Insecticide,Aztec vs Counter 20G,0.8,ST2011008F,y,n,n
2011,Upper Iowa,Hardin,Soybeans,Crop Management - Roller,Rolled vs Untreated,-0.4,ST2011010A,y,n,n
2011,Upper Iowa,Hardin,Soybeans,Crop Management - Population,High vs Low Plant Population,0,ST2011011A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Management - Population,High vs Low Plant Population,8.3,ST2011012A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Management - Population,High vs Low Plant Population,-1.2,ST2011012B,y,n,n
2011,Upper Iowa,Hardin,Corn,Plant Nutrition - Fertilizer,MicroNutrients vs Untreated,1.5,ST2011013A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Seed Treatment,Poncho/VOTiVO vs Poncho 250,8.2,ST2011013B,y,n,n
2011,Upper Iowa,Hardin,Corn,Plant Nutrition - Fertilizer,MicroNutrients vs Untreated,-0.1,ST2011014A,y,n,n
2011,Upper Iowa,Hardin,Corn,Plant Nutrition - Fertilizer,MicroNutrients vs Untreated,2.1,ST2011014B,y,n,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,3.1,ST2011015A,y,y,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Stabilizer or Additive,AVAIL vs Untreated,-2.6,ST2011016A,y,n,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Stabilizer or Additive,AVAIL vs Untreated,-3.5,ST2011016B,y,n,n
2011,South Skunk,Hardin,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,9.7,ST2011017A,y,y,n
2011,Upper Iowa,Hardin,Corn,Crop Management - Population,High vs Low Plant Population,4.2,ST2011019A,y,n,n
2011,Upper Iowa,Hardin,Corn,Crop Protection - Fungicide,Stratego YLD vs Untreated,0.1,ST2011019B,y,n,n
2011,Upper Iowa,Hardin,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,2,ST2011020A,y,y,n
2011,South Skunk,Hardin,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-1.2,ST2011021A,y,n,n
2011,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-0.1,ST2011027A,y,y,n
2011,Middle Des Moines,Boone,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,-1.9,ST2011028A,y,y,n
2011,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,1.1,ST2011029A,y,y,n
2011,Middle Des Moines,Greene,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,1,ST2011029B,y,y,n
2011,North Raccoon,Greene,Soybeans,Plant Nutrition - Stabilizer or Additive,AVAIL vs Untreated,0,ST2011030A,y,n,n
2011,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,6.8,ST2011031A,y,y,n
2011,East Fork Des Moines,Emmet,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,0.3,ST2011033A,y,y,n
2011,Upper Des Moines,Palo Alto,Corn,Plant Nutrition - Stabilizer or Additive,Accomplish LM vs Untreated,-1,ST2011034A,y,y,n
2011,Shell Rock,Floyd,Corn,Plant Nutrition - Stabilizer or Additive,Accomplish LM vs Untreated,-1.3,ST2011036A,y,y,n
2011,Shell Rock,Floyd,Corn,Plant Nutrition - Manure Timing,Fall Manure vs Spring Manure,12.1,ST2011037A,y,y,n
2011,North Skunk,Poweshiek,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,2.6,ST2011039A,y,n,n
2011,North Skunk,Poweshiek,Corn,Plant Nutrition - Stabilizer or Additive,Accomplish vs Untreated,1.2,ST2011039B,y,n,n
2011,South Raccoon,Carroll,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,-10.8,ST2011041A,y,y,n
2011,South Raccoon,Carroll,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,-2.1,ST2011042A,y,y,n
2011,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,MTM vs Untreated,-4,ST2011044A,y,y,n
2011,North Raccoon,Greene,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,0.3,ST2011045A,y,y,n
2011,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,N-Serve vs Untreated,1.8,ST2011046A,y,y,n
2011,Middle Des Moines,Greene,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,2.3,ST2011046B,y,n,n
2011,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,N-Serve vs Untreated,-0.1,ST2011047A,y,y,n
2011,North Raccoon,Greene,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,4.8,ST2011047B,y,n,n
2011,Lower Iowa,Iowa,Corn,Plant Nutrition - Fertilizer,Starter vs Untreated,-1.1,ST2011048A,y,n,n
2011,Lower Iowa,Iowa,Corn,Crop Protection - Insecticide,Force vs Untreated,-5,ST2011049B,y,n,n
2011,Lower Iowa,Des Moines,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-3.5,ST2011054A,y,n,n
2011,Lower Iowa,Des Moines,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.3,ST2011055A,y,n,n
2011,Flint-Henderson,Des Moines,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.2,ST2011056A,y,n,n
2011,Flint-Henderson,Des Moines,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,3.7,ST2011056B,y,n,n
2011,Skunk,Henry,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,2.2,ST2011057A,y,n,n
2011,Flint-Henderson,Des Moines,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-2.7,ST2011058A,y,n,n
2011,Skunk,Henry,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-3.7,ST2011059A,y,n,n
2011,Lower Iowa,Des Moines,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-4.6,ST2011060A,y,n,n
2011,Lower Iowa,Des Moines,Soybeans,Crop Management - Population,High vs Low Plant Population,-0.1,ST2011064A,y,n,n
2011,Lower Iowa,Louisa,Soybeans,Crop Protection - Seed Treatment,VAULT HP vs Untreated,-0.7,ST2011065A,y,n,n
2011,Lower Iowa,Louisa,Soybeans,Crop Protection - Seed Treatment,VAULT HP vs Untreated,-1.7,ST2011067A,y,n,n
2011,Maquoketa,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,2.9,ST2011073A,y,n,n
2011,Upper Wapsipinicon,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.5,ST2011074A,y,n,n
2011,Maquoketa,Delaware,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-8,ST2011075A,y,n,n
2011,Maquoketa,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.6,ST2011077A,y,n,n
2011,Upper Wapsipinicon,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0,ST2011079A,y,n,n
2011,Maquoketa,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.6,ST2011080A,y,n,n
2011,Upper Wapsipinicon,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,3.4,ST2011081A,y,n,n
2011,Upper Wapsipinicon,Buchanan,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-0.6,ST2011082A,y,n,n
2011,Shell Rock,Bremer,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,4.6,ST2011083A,y,n,n
2011,Shell Rock,Bremer,Corn,Plant Nutrition - Fertilizer,Ammonium sulfate (AMS) vs Untreated,6.1,ST2011084A,y,n,n
2011,Upper Cedar,Bremer,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.6,ST2011085A,y,n,n
2011,Upper Cedar,Bremer,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.5,ST2011086A,y,n,n
2011,Upper Cedar,Black Hawk,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-2.3,ST2011087A,y,n,n
2011,Upper Cedar,Bremer,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-3.2,ST2011088A,y,n,n
2011,Upper Wapsipinicon,Bremer,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-0.8,ST2011089A,y,n,n
2011,Upper Wapsipinicon,Chickasaw,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.2,ST2011091A,y,n,n
2011,Upper Cedar,Bremer,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,7.8,ST2011092A,y,y,n
2011,West Fork Cedar,Black Hawk,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-1.9,ST2011094A,y,n,n
2011,Shell Rock,Bremer,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,8.8,ST2011095A,y,n,n
2011,Shell Rock,Bremer,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-2,ST2011096A,y,n,n
2011,Middle Cedar,Black Hawk,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,2.4,ST2011097A,y,y,n
2011,South Skunk,Story,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-1.4,ST2011098A,y,n,n
2011,South Skunk,Story,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-2.9,ST2011100A,y,n,n
2011,South Skunk,Story,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.1,ST2011101A,y,n,n
2011,Upper Iowa,Marshall,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,1.9,ST2011102A,y,n,n
2011,Upper Iowa,Marshall,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,1.2,ST2011103A,y,n,n
2011,Upper Iowa,Marshall,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,1.8,ST2011104A,y,n,n
2011,South Skunk,Story,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-3.3,ST2011105A,y,n,n
2011,South Skunk,Story,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-1.6,ST2011107A,y,n,n
2011,South Skunk,Jasper,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.7,ST2011108A,y,n,n
2011,South Skunk,Polk,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-1.5,ST2011110A,y,n,n
2011,South Skunk,Story,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-0.7,ST2011111A,y,n,n
2011,South Skunk,Story,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,-3.8,ST2011112A,y,n,n
2011,Upper Iowa,Marshall,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.2,ST2011113A,y,n,n
2011,South Skunk,Story,Corn,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.9,ST2011114A,y,n,n
2011,South Skunk,Story,Soybeans,Plant Nutrition - Sulfur,SuperCal SO4 vs Untreated,0.4,ST2011115A,y,n,n
2011,Turkey,Chickasaw,Corn,Crop Management - Population,High vs Low Plant Population,-0.6,ST2011116A,y,n,n
2011,Turkey,Chickasaw,Corn,Crop Management - Population,High vs Low Plant Population,-1.3,ST2011116B,y,n,n
2011,South Skunk,Story,Soybeans,Plant Nutrition - Fertilizer,Ammonium sulfate (AMS) vs Untreated,0.7,ST2011118A,y,n,n
2011,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Herbicide,Authority Assist vs Glyphosate,0.2,ST2011120A,y,n,n
2011,Middle Des Moines,Humboldt,Soybeans,"Crop Protection - Fungicide, Herbicide and Insecticide","Verdict, Outlook, Headline and Respect vs Glyphosate",0.9,ST2011121A,y,n,n
2011,Turkey,Howard,Corn,Crop Management - Population,High vs Low Plant Population,-12.4,ST2011122A,y,n,n
2011,Maquoketa,Jones,Corn,Equipment,Keeton Seed Firmers vs Untreated,-3.7,ST2011123A,y,n,n
2011,Maquoketa,Jones,Corn,Cover Crop,Rye vs Untreated,1.2,ST2011124A,y,n,n
2011,Maquoketa,Jones,Corn,Crop Management - Tillage,Strip-Tillage vs Conventional Tillage,5.2,ST2011128A,y,n,n
2011,North Skunk,Jasper,Corn,Crop Management - Population,High vs Low Plant Population,4.7,ST2011129A,y,n,n
2011,North Skunk,Jasper,Corn,Crop Management - Population,High vs Low Plant Population,-9,ST2011129B,y,n,n
2011,Middle Des Moines,Webster,Soybeans,"Crop Protection - Fungicide, Herbicide and Insecticide","Authority Assist, Headline and Hero vs Glyphosate",1.5,ST2011130A,y,n,n
2011,Middle Des Moines,Humboldt,Corn,Crop Management - Population,High vs Low Plant Population,4.7,ST2011131A,y,n,n
2011,East Fork Des Moines,Humboldt,Corn,Crop Management - Population,High vs Low Plant Population,4.4,ST2011132A,y,y,n
2011,Upper Des Moines,Humboldt,Corn,Crop Protection - Insecticide,Aztec vs Untreated,-0.4,ST2011133A,y,n,n
2011,Upper Des Moines,Humboldt,Corn,Crop Protection - Insecticide,Aztec vs Untreated,0.8,ST2011134A,y,n,n
2011,Upper Cedar,Mitchell,Corn,Crop Management - Population,High vs Low Plant Population,0,ST2011135A,y,y,n
2011,Upper Cedar,Mitchell,Corn,Crop Management - Population,High vs Low Plant Population,1.7,ST2011135B,y,n,n
2011,Upper Cedar,Mitchell,Corn,Crop Management - Population,High vs Low Plant Population,-0.8,ST2011135C,y,n,n
2011,Upper Cedar,Mitchell,Corn,Crop Management - Population,High vs Low Plant Population,2.4,ST2011135D,y,n,n
2011,Upper Cedar,Mitchell,Corn,Crop Management - Population,High vs Low Plant Population,0.7,ST2011135E,y,n,n
2011,Upper Cedar,Mitchell,Soybeans,Crop Management - Population,High vs Low Plant Population,0.5,ST2011136A,y,n,n
2011,Upper Cedar,Mitchell,Corn,Plant Nutrition - Stabilizer or Additive,Accomplish vs Untreated,-1.1,ST2011137A,y,n,n
2011,Upper Cedar,Mitchell,Corn,Crop Protection - Fungicide,Stratego YLD vs Untreated,0.5,ST2011137B,y,n,n
